Date,Ethereum,Layer 1,Public Chain,PoS,PoW,Bitcoin,Cross-Chain,Mining,Binance,Exchange Token,BNB Chain,DeFi,Stablecoins,Decentralized Stablecoins,DEX,Governance,Oracle,Web3,Avalanche,AMM,Cosmos,Sharding,Cloud Computing,Polkadot,Scaling,Polygon,Layer 2,Staking,Liquid Staking Derivatives (LSD),Payment,Infrastructure,Arbitrum,IoT,Privacy,OKX,Lending,DAO,Wallet,Storage,Data,Game,NFT,Marketplace,Metaverse,Tether,Fork,Zero Knowledge Proofs,Traditional Industry,Solana,Derivatives,Base,Optimism,Rollups,Synthetics,Tron,Immutable X,Launchpad,Curve,Cardano,AI,EOS,Social,Sports
2014-10-03,,,-4.176385893169565,,-3.7578837093878255,-3.7578837093878255,-4.176385893169565,-4.176385893169565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3393815256060866,,,,,,,,,,,,,,,,,
2014-10-04,,,,,-5.629588257716683,-5.629588257716683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.629588257716683,,,,,,,,,,,,,,,,,
2014-10-05,,,-2.555660327378597,,-4.359078530714311,-4.359078530714311,-2.555660327378597,-2.555660327378597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.162496734050025,,,,,,,,,,,,,,,,,
2014-10-06,,,3.024449095476147,,3.123331033904431,3.123331033904431,3.024449095476147,3.024449095476147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.222212972332715,,,,,,,,,,,,,,,,,
2014-10-07,,,1.6948783285823863,,1.4414083151086894,1.4414083151086894,1.6948783285823863,1.6948783285823863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1879383016349923,,,,,,,,,,,,,,,,,
2014-10-08,,,5.005416362617646,,3.1825233542976767,3.1825233542976767,5.005416362617646,5.005416362617646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.359630345977707,,,,,,,,,,,,,,,,,
2014-10-09,,,3.4806761851486034,,1.6385108382246611,1.6385108382246611,3.4806761851486034,3.4806761851486034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20365450869928103,,,,,,,,,,,,,,,,,
2014-10-10,,,-0.856899176439557,,-1.6014848299405047,-1.6014848299405047,-0.856899176439557,-0.856899176439557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3460704834414523,,,,,,,,,,,,,,,,,
2014-10-11,,,0.25930001494792293,,-0.1767299847402138,-0.1767299847402138,0.25930001494792293,0.25930001494792293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6127599844283506,,,,,,,,,,,,,,,,,
2014-10-12,,,4.396789967373005,,3.1748077329545796,3.1748077329545796,4.396789967373005,4.396789967373005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9528254985361542,,,,,,,,,,,,,,,,,
2014-10-13,,,3.3057204562605005,,1.8522634564790545,1.8522634564790545,3.3057204562605005,3.3057204562605005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39880645669760856,,,,,,,,,,,,,,,,,
2014-10-14,,,2.3431699803108117,,3.9065949587086184,3.9065949587086184,2.3431699803108117,2.3431699803108117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.470019937106425,,,,,,,,,,,,,,,,,
2014-10-15,,,-1.5418130526841864,,-1.023179373762722,-1.023179373762722,-1.5418130526841864,-1.5418130526841864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5045456948412574,,,,,,,,,,,,,,,,,
2014-10-16,,,-3.0320556862753594,,-2.339764478679863,-2.339764478679863,-3.0320556862753594,-3.0320556862753594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6474732710843667,,,,,,,,,,,,,,,,,
2014-10-17,,,0.26178129441774184,,0.15381298310928684,0.15381298310928684,0.26178129441774184,0.26178129441774184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04584467180083187,,,,,,,,,,,,,,,,,
2014-10-18,,,1.9443852334653142,,1.7754963819092033,1.7754963819092033,1.9443852334653142,1.9443852334653142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6066075303530922,,,,,,,,,,,,,,,,,
2014-10-19,,,-0.4365470569226381,,-1.050160985187878,-1.050160985187878,-0.4365470569226381,-0.4365470569226381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.663774913453118,,,,,,,,,,,,,,,,,
2014-10-20,,,-1.6406675039776715,,-1.7458855015859225,-1.7458855015859225,-1.6406675039776715,-1.6406675039776715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8511034991941733,,,,,,,,,,,,,,,,,
2014-10-21,,,1.0600924686128694,,0.8906240217980532,0.8906240217980532,1.0600924686128694,1.0600924686128694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7211555749832369,,,,,,,,,,,,,,,,,
2014-10-22,,,-0.7666106953549607,,-1.6219664067679314,-1.6219664067679314,-0.7666106953549607,-0.7666106953549607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.477322118180902,,,,,,,,,,,,,,,,,
2014-10-23,,,,,-2.7897297872833593,-2.7897297872833593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7897297872833593,,,,,,,,,,,,,,,,,
2014-10-24,,,-0.06860244538229204,,0.0731994158349763,0.0731994158349763,-0.06860244538229204,-0.06860244538229204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21500127705224464,,,,,,,,,,,,,,,,,
2014-10-25,,,-3.1621998703936227,,-2.663864744369026,-2.663864744369026,-3.1621998703936227,-3.1621998703936227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1655296183444293,,,,,,,,,,,,,,,,,
2014-10-26,,,2.0769152538621767,,1.8320078519924516,1.8320078519924516,2.0769152538621767,2.0769152538621767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5871004501227266,,,,,,,,,,,,,,,,,
2014-10-27,,,-0.503976961348118,,0.8657438392472719,0.8657438392472719,-0.503976961348118,-0.503976961348118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.235464639842662,,,,,,,,,,,,,,,,,
2014-10-28,,,1.2465538503089946,,1.0665840069920032,1.0665840069920032,1.2465538503089946,1.2465538503089946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8866141636750119,,,,,,,,,,,,,,,,,
2014-10-29,,,,,-3.2684659486452787,-3.2684659486452787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2684659486452787,,,,,,,,,,,,,,,,,
2014-10-30,,,2.8584212390822135,,2.1168546315158547,2.1168546315158547,2.8584212390822135,2.8584212390822135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3752880239494962,,,,,,,,,,,,,,,,,
2014-10-31,,,-1.9384967433286555,,-1.3741753549721671,-1.3741753549721671,-1.9384967433286555,-1.9384967433286555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8098539666156787,,,,,,,,,,,,,,,,,
2014-11-01,,,-3.8095382279870846,,-4.381303670300008,-4.381303670300008,-3.8095382279870846,-3.8095382279870846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.9530691126129325,,,,,,,,,,,,,,,,,
2014-11-02,,,-0.05612632344223481,,0.08684085241729923,0.08684085241729923,-0.05612632344223481,-0.05612632344223481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22980802827683328,,,,,,,,,,,,,,,,,
2014-11-03,,,0.6096972838550296,,0.1953900950553687,0.1953900950553687,0.6096972838550296,0.6096972838550296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21891709374429222,,,,,,,,,,,,,,,,,
2014-11-04,,,1.0181511680707793,,0.6674355365437246,0.6674355365437246,1.0181511680707793,1.0181511680707793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31671990501666974,,,,,,,,,,,,,,,,,
2014-11-05,,,2.6620594784649914,,2.090573029783462,2.090573029783462,2.6620594784649914,2.6620594784649914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5190865811019325,,,,,,,,,,,,,,,,,
2014-11-06,,,2.8963820284518347,,1.550055072153253,1.550055072153253,2.8963820284518347,2.8963820284518347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2037281158546716,,,,,,,,,,,,,,,,,
2014-11-07,,,-2.1162389481974615,,-2.3226165532069585,-2.3226165532069585,-2.1162389481974615,-2.1162389481974615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5289941582164555,,,,,,,,,,,,,,,,,
2014-11-08,,,0.9744194057244832,,0.481729624906373,0.481729624906373,0.9744194057244832,0.9744194057244832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01096015591173716,,,,,,,,,,,,,,,,,
2014-11-09,,,5.179282903729261,,3.6673251396785123,3.6673251396785123,5.179282903729261,5.179282903729261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155367375627763,,,,,,,,,,,,,,,,,
2014-11-10,,,1.2860741152585935,,1.5167613167607628,1.5167613167607628,1.2860741152585935,1.2860741152585935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.747448518262932,,,,,,,,,,,,,,,,,
2014-11-11,,,0.5023855556395255,,-0.05460554516450661,-0.05460554516450661,0.5023855556395255,0.5023855556395255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6115966459685387,,,,,,,,,,,,,,,,,
2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,,,-1.5301750275447064,,-1.192499868049961,-1.192499868049961,-1.5301750275447064,-1.5301750275447064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8548247085552155,,,,,,,,,,,,,,,,,
2014-11-14,,,-4.923078987721112,,-3.6380131372701423,-3.6380131372701423,-4.923078987721112,-4.923078987721112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3529472868191723,,,,,,,,,,,,,,,,,
2014-11-15,,,,,-3.454933223257054,-3.454933223257054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.454933223257054,,,,,,,,,,,,,,,,,
2014-11-16,,,3.509720906645597,,2.3072925966146456,2.3072925966146456,3.509720906645597,3.509720906645597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1048642865836942,,,,,,,,,,,,,,,,,
2014-11-17,,,-0.24231027345266404,,-0.1613548191101345,-0.1613548191101345,-0.24231027345266404,-0.24231027345266404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08039936476760493,,,,,,,,,,,,,,,,,
2014-11-18,,,-3.245872196285825,,-2.977593420229395,-2.977593420229395,-3.245872196285825,-3.245872196285825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7093146441729647,,,,,,,,,,,,,,,,,
2014-11-19,,,1.7809756326894828,,1.2542503057789964,1.2542503057789964,1.7809756326894828,1.7809756326894828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7275249788685102,,,,,,,,,,,,,,,,,
2014-11-20,,,,,-5.132967190704535,-5.132967190704535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.132967190704535,,,,,,,,,,,,,,,,,
2014-11-21,,,-1.964632152918497,,-2.606007084715274,-2.606007084715274,-1.964632152918497,-1.964632152918497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2473820165120513,,,,,,,,,,,,,,,,,
2014-11-22,,,0.3742874105140365,,0.5034663960090974,0.5034663960090974,0.3742874105140365,0.3742874105140365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6326453815041583,,,,,,,,,,,,,,,,,
2014-11-23,,,4.076735542310365,,3.054329210310655,3.054329210310655,4.076735542310365,4.076735542310365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.031922878310946,,,,,,,,,,,,,,,,,
2014-11-24,,,2.7123742281368366,,1.8278621069864451,1.8278621069864451,2.7123742281368366,2.7123742281368366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9433499858360539,,,,,,,,,,,,,,,,,
2014-11-25,,,-0.40807948306855174,,-0.9968697547910859,-0.9968697547910859,-0.40807948306855174,-0.40807948306855174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.58566002651362,,,,,,,,,,,,,,,,,
2014-11-26,,,-2.0342102608382446,,-1.135485716337047,-1.135485716337047,-2.0342102608382446,-2.0342102608382446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23676117183584963,,,,,,,,,,,,,,,,,
2014-11-27,,,-0.2245603804092216,,-0.18506832276970253,-0.18506832276970253,-0.2245603804092216,-0.2245603804092216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14557626513018343,,,,,,,,,,,,,,,,,
2014-11-28,,,1.9148608679681423,,1.5622096926346696,1.5622096926346696,1.9148608679681423,1.9148608679681423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209558517301197,,,,,,,,,,,,,,,,,
2014-11-29,,,-0.1757296858795356,,-0.3435025233802659,-0.3435025233802659,-0.1757296858795356,-0.1757296858795356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5112753608809961,,,,,,,,,,,,,,,,,
2014-11-30,,,0.675611099227678,,0.20018808925353174,0.20018808925353174,0.675611099227678,0.675611099227678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27523492072061456,,,,,,,,,,,,,,,,,
2014-12-01,,,0.2633191934172541,,0.15333710513008236,0.15333710513008236,0.2633191934172541,0.2633191934172541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04335501684291061,,,,,,,,,,,,,,,,,
2014-12-02,,,0.5444963589733175,,1.0144230240843572,1.0144230240843572,0.5444963589733175,0.5444963589733175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4843496891953971,,,,,,,,,,,,,,,,,
2014-12-03,,,-1.7583412441021147,,-1.0994022258530056,-1.0994022258530056,-1.7583412441021147,-1.7583412441021147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44046320760389657,,,,,,,,,,,,,,,,,
2014-12-04,,,-1.6272798654464227,,-1.0776450848933703,-1.0776450848933703,-1.6272798654464227,-1.6272798654464227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5280103043403178,,,,,,,,,,,,,,,,,
2014-12-05,,,2.0062738133344347,,1.3389676684744458,1.3389676684744458,2.0062738133344347,2.0062738133344347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6716615236144572,,,,,,,,,,,,,,,,,
2014-12-06,,,-0.5234102945241991,,-0.28161424257684603,-0.28161424257684603,-0.5234102945241991,-0.5234102945241991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03981819062949294,,,,,,,,,,,,,,,,,
2014-12-07,,,0.06909760176691856,,1.3560422259090743,1.3560422259090743,0.06909760176691856,0.06909760176691856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64298685005123,,,,,,,,,,,,,,,,,
2014-12-08,,,-3.481924948560857,,-2.4848210920239575,-2.4848210920239575,-3.481924948560857,-3.481924948560857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.487717235487058,,,,,,,,,,,,,,,,,
2014-12-09,,,-2.6737023630579557,,-3.1678958503589034,-3.1678958503589034,-2.6737023630579557,-2.6737023630579557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.662089337659851,,,,,,,,,,,,,,,,,
2014-12-10,,,-1.6581242630113562,,-1.1693145635668287,-1.1693145635668287,-1.6581242630113562,-1.6581242630113562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.680504864122301,,,,,,,,,,,,,,,,,
2014-12-11,,,1.790676566932838,,0.7114472812865581,0.7114472812865581,1.790676566932838,1.790676566932838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36778200435972175,,,,,,,,,,,,,,,,,
2014-12-12,,,0.48712188903085013,,0.35581073487373804,0.35581073487373804,0.48712188903085013,0.48712188903085013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22449958071662593,,,,,,,,,,,,,,,,,
2014-12-13,,,-1.4203389833444202,,-0.8607466288110558,-0.8607466288110558,-1.4203389833444202,-1.4203389833444202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3011542742776913,,,,,,,,,,,,,,,,,
2014-12-14,,,1.414657331086004,,0.783295774590758,0.783295774590758,1.414657331086004,1.414657331086004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1519342180955122,,,,,,,,,,,,,,,,,
2014-12-15,,,-1.712196669670993,,-1.2917378332367522,-1.2917378332367522,-1.712196669670993,-1.712196669670993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8712789968025113,,,,,,,,,,,,,,,,,
2014-12-16,,,-5.383987817441368,,-5.383987817441368,-5.383987817441368,-5.383987817441368,-5.383987817441368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,-2.1657951604914296,,-2.2509550536182843,-2.2509550536182843,-2.1657951604914296,-2.1657951604914296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3361149467451385,,,,,,,,,,,,,,,,,
2014-12-18,,,-2.6233273831762767,,-3.669679001104419,-3.669679001104419,-2.6233273831762767,-2.6233273831762767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.716030619032562,,,,,,,,,,,,,,,,,
2014-12-19,,,2.141533256844632,,2.208445183353871,2.208445183353871,2.141533256844632,2.141533256844632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2753571098631102,,,,,,,,,,,,,,,,,
2014-12-20,,,3.8842153901053647,,2.927073878132654,2.927073878132654,3.8842153901053647,3.8842153901053647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9699323661599437,,,,,,,,,,,,,,,,,
2014-12-21,,,-2.6400233736924643,,-2.422038019452194,-2.422038019452194,-2.6400233736924643,-2.6400233736924643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.204052665211924,,,,,,,,,,,,,,,,,
2014-12-22,,,3.369377637880776,,2.1311552726272924,2.1311552726272924,3.369377637880776,3.369377637880776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8929329073738088,,,,,,,,,,,,,,,,,
2014-12-23,,,0.7695367071362347,,0.29194652540170885,0.29194652540170885,0.7695367071362347,0.7695367071362347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18564365633281693,,,,,,,,,,,,,,,,,
2014-12-24,,,-3.544122145876182,,-4.193442472312686,-4.193442472312686,-3.544122145876182,-3.544122145876182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.842762798749191,,,,,,,,,,,,,,,,,
2014-12-25,,,-1.0171136901567213,,-1.175600782347334,-1.175600782347334,-1.0171136901567213,-1.0171136901567213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3340878745379467,,,,,,,,,,,,,,,,,
2014-12-26,,,2.7485345391501776,,2.873690313749574,2.873690313749574,2.7485345391501776,2.7485345391501776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9988460883489707,,,,,,,,,,,,,,,,,
2014-12-27,,,-3.577719521829212,,-2.915471945566982,-2.915471945566982,-3.577719521829212,-3.577719521829212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2532243693047525,,,,,,,,,,,,,,,,,
2014-12-28,,,0.34128605682798463,,0.42882605092486986,0.42882605092486986,0.34128605682798463,0.34128605682798463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5163660450217551,,,,,,,,,,,,,,,,,
2014-12-29,,,-1.5835567151622807,,-1.504705567091232,-1.504705567091232,-1.5835567151622807,-1.5835567151622807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4258544190201832,,,,,,,,,,,,,,,,,
2014-12-30,,,-0.6337941302071907,,-0.17150716257226442,-0.17150716257226442,-0.6337941302071907,-0.6337941302071907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2907798050626618,,,,,,,,,,,,,,,,,
2014-12-31,,,2.9844238778252707,,1.7712593051000058,1.7712593051000058,2.9844238778252707,2.9844238778252707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558094732374741,,,,,,,,,,,,,,,,,
2015-01-01,,,-1.9305021879018274,,-1.4270377038939697,-1.4270377038939697,-1.9305021879018274,-1.9305021879018274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9235732198861122,,,,,,,,,,,,,,,,,
2015-01-02,,,0.3034277679549067,,-0.40566534735521254,-0.40566534735521254,0.3034277679549067,0.3034277679549067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1147584626653317,,,,,,,,,,,,,,,,,
2015-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,,,,,-7.276013839942194,-7.276013839942194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.276013839942194,,,,,,,,,,,,,,,,,
2015-01-05,,,3.5422672071209367,,4.9414128814433065,4.9414128814433065,3.5422672071209367,3.5422672071209367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.340558555765677,,,,,,,,,,,,,,,,,
2015-01-06,,,4.21614693103359,,2.774467055528458,2.774467055528458,4.21614693103359,4.21614693103359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3327871800233255,,,,,,,,,,,,,,,,,
2015-01-07,,,2.887337984340162,,1.4455600418208276,1.4455600418208276,2.887337984340162,2.887337984340162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037820993014935347,,,,,,,,,,,,,,,,,
2015-01-08,,,-3.667027175983605,,-4.375094930484081,-4.375094930484081,-3.667027175983605,-3.667027175983605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.083162684984557,,,,,,,,,,,,,,,,,
